,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art ,Normal
41,Destiny Basic,Sapoling,Common,145,0.2,6,No,No,No,No,No,No,Yes
42,Destiny Basic,Crobib,Common,937,0.2,6,No,No,No,No,No,No,Yes
43,Destiny Basic,Lupup,Common,663,2.07,7,No,No,Yes,No,No,No,No
44,Destiny Basic,Kidsune,Common,49,0.08,7,No,No,No,No,No,No,Yes
45,Destiny Basic,Flami,Common,517,0.35,7,No,No,No,No,No,No,Yes
46,Destiny Basic,Esmeri,Common,1009,0.13,7,No,No,No,No,No,No,Yes
47,Destiny Basic,Pigni,Common,2,2.06,7,No,No,No,Yes,No,No,No
48,Destiny Basic,Sludglop,Common,1413,20.73,7,Yes,No,Yes,No,No,No,No
49,Destiny Basic,Minstar,Common,193,0.15,7,No,No,No,No,No,No,Yes
50,Destiny Basic,Werboo,Common,505,0.21,8,No,No,No,No,No,No,Yes
51,Destiny Basic,Anguifish,Common,1261,0.08,8,No,No,No,No,No,No,Yes
52,Destiny Basic,Flami,Common,517,0.35,8,No,No,No,No,No,No,Yes
53,Destiny Basic,Shellow,Common,241,0.2,8,No,No,No,No,No,No,Yes
54,Destiny Basic,Clawop,Common,854,0.43,8,No,No,No,Yes,No,No,No
55,Destiny Basic,Lupup,Common,662,0.66,8,No,No,No,Yes,No,No,No
56,Destiny Basic,Nanomite,Common,98,1.07,8,No,No,No,Yes,No,No,No
57,Destiny Basic,Crobib,Common,937,0.2,9,No,No,No,No,No,No,Yes
58,Destiny Basic,Poseia,Common,1357,0.04,9,No,No,No,No,No,No,Yes
59,Destiny Basic,Werboo,Common,505,0.21,9,No,No,No,No,No,No,Yes
60,Destiny Basic,Gupi,Common,710,1.85,9,No,No,No,Yes,No,No,No
61,Destiny Basic,Pigni,Common,1,0.35,9,No,No,No,No,No,No,Yes
62,Destiny Basic,Flamchik,Common,1334,0.95,9,No,No,No,Yes,No,No,No
63,Destiny Basic,Flami,Common,517,0.35,9,No,No,No,No,No,No,Yes
64,Destiny Basic,Anguifish,Common,1262,0.64,10,No,No,No,Yes,No,No,No
65,Destiny Basic,Nanomite,Common,98,1.07,10,No,No,No,Yes,No,No,No
66,Destiny Basic,Lupup,Common,661,0.3,10,No,No,No,No,No,No,Yes
67,Destiny Basic,Crobib,Common,937,0.2,10,No,No,No,No,No,No,Yes
68,Destiny Basic,Nimblis,Common,973,0.18,10,No,No,No,No,No,No,Yes
69,Destiny Basic,Mufflin,Common,1225,0.25,10,No,No,No,No,No,No,Yes
70,Destiny Basic,Flamchik,Common,1337,20.74,10,No,No,No,No,Yes,No,No
71,Destiny Basic,Kyrone,Common,556,8.96,11,No,Yes,No,No,No,No,No
72,Destiny Basic,Sludglop,Common,1405,0.16,11,No,No,No,No,No,No,Yes
73,Destiny Basic,Kidsune,Common,50,1.07,11,No,No,No,Yes,No,No,No
74,Destiny Basic,Sunflork,Common,901,0.37,11,No,No,No,No,No,No,Yes
75,Destiny Basic,Werboo,Common,505,0.21,11,No,No,No,No,No,No,Yes
76,Destiny Basic,Helio,Common,457,0.18,11,No,No,No,No,No,No,Yes
77,Destiny Basic,Wurmgle,Common,290,1.5,11,No,No,No,Yes,No,No,No
78,Destiny Basic,Batrang,Common,760,5.7,12,No,Yes,No,No,No,No,No
79,Destiny Basic,Poseia,Common,1357,0.04,12,No,No,No,No,No,No,Yes
80,Destiny Basic,Esmeri,Common,1009,0.13,12,No,No,No,No,No,No,Yes
81,Destiny Basic,Clawop,Common,853,0.24,12,No,No,No,No,No,No,Yes
82,Destiny Basic,Flami,Common,517,0.35,12,No,No,No,No,No,No,Yes
83,Destiny Basic,Flamchik,Common,1334,0.95,12,No,No,No,Yes,No,No,No
84,Destiny Basic,Nanomite,Common,98,1.07,12,No,No,No,Yes,No,No,No
85,Destiny Basic,Clawop,Common,853,0.24,13,No,No,No,No,No,No,Yes
86,Destiny Basic,Seedant,Common,1117,0.2,13,No,No,No,No,No,No,Yes
87,Destiny Basic,Pigni,Common,2,2.06,13,No,No,No,Yes,No,No,No
88,Destiny Basic,Shellow,Common,241,0.2,13,No,No,No,No,No,No,Yes
89,Destiny Basic,Kyrone,Common,553,0.18,13,No,No,No,No,No,No,Yes
90,Destiny Basic,Esmeri,Common,1011,1.14,13,No,No,Yes,No,No,No,No
91,Destiny Basic,Nanomite,Common,97,0.13,13,No,No,No,No,No,No,Yes
92,Destiny Basic,Mufflin,Common,1225,0.25,14,No,No,No,No,No,No,Yes
93,Destiny Basic,Gupi,Common,709,0.03,14,No,No,No,No,No,No,Yes
94,Destiny Basic,Wurmgle,Common,291,1.8,14,No,No,Yes,No,No,No,No
95,Destiny Basic,Nocti,Common,343,3.07,14,Yes,No,No,No,No,No,Yes
96,Destiny Basic,Kidsune,Common,49,0.08,14,No,No,No,No,No,No,Yes
97,Destiny Basic,Flami,Common,517,0.35,14,No,No,No,No,No,No,Yes
98,Destiny Basic,Lupup,Common,661,0.3,14,No,No,No,No,No,No,Yes
99,Destiny Basic,Flami,Common,517,0.32,15,No,No,No,No,No,No,Yes
100,Destiny Basic,Nimblis,Common,974,1.37,15,No,No,No,Yes,No,No,No
101,Destiny Basic,Minstar,Common,193,0.14,15,No,No,No,No,No,No,Yes
102,Destiny Basic,Clawop,Common,853,0.24,15,No,No,No,No,No,No,Yes
103,Destiny Basic,Sunflork,Common,901,0.4,15,No,No,No,No,No,No,Yes
104,Destiny Basic,Esmeri,Common,1009,0.14,15,No,No,No,No,No,No,Yes
105,Destiny Basic,Pigni,Common,1,0.34,15,No,No,No,No,No,No,Yes
106,Destiny Basic,Seedant,Common,1117,0.23,16,No,No,No,No,No,No,Yes
107,Destiny Basic,Gupi,Common,709,0.03,16,No,No,No,No,No,No,Yes
108,Destiny Basic,Sludglop,Common,1405,0.17,16,No,No,No,No,No,No,Yes
109,Destiny Basic,Nocti,Common,337,0.05,16,No,No,No,No,No,No,Yes
110,Destiny Basic,Kidsune,Common,49,0.07,16,No,No,No,No,No,No,Yes
111,Destiny Basic,Pigni,Common,2,1.63,16,No,No,No,Yes,No,No,No
112,Destiny Basic,Nanomite,Common,97,0.14,16,No,No,No,No,No,No,Yes
113,Destiny Basic,Werboo,Common,511,5.7,17,Yes,No,No,No,No,No,Yes
114,Destiny Basic,Tetron,Common,805,0.17,17,No,No,No,No,No,No,Yes
115,Destiny Basic,Kidsune,Common,49,0.07,17,No,No,No,No,No,No,Yes
116,Destiny Basic,Clawop,Common,857,29.19,17,No,No,No,No,Yes,No,No
117,Destiny Basic,Nocti,Common,338,0.37,17,No,No,No,Yes,No,No,No
118,Destiny Basic,Esmeri,Common,1009,0.14,17,No,No,No,No,No,No,Yes
119,Destiny Basic,Flamchik,Common,1333,0.17,17,No,No,No,No,No,No,Yes
120,Destiny Basic,Crobib,Common,937,0.19,18,No,No,No,No,No,No,Yes
121,Destiny Basic,Flamchik,Common,1333,0.17,18,No,No,No,No,No,No,Yes
122,Destiny Basic,Pigni,Common,3,3.56,18,No,No,Yes,No,No,No,No
123,Destiny Basic,Sludglop,Common,1406,0.31,18,No,No,No,Yes,No,No,No
124,Destiny Basic,Esmeri,Common,1009,0.14,18,No,No,No,No,No,No,Yes
125,Destiny Basic,Mufflin,Common,1225,0.26,18,No,No,No,No,No,No,Yes
126,Destiny Basic,Helio,Common,458,1.28,18,No,No,No,Yes,No,No,No
127,Destiny Basic,Anguifish,Common,1267,3.44,19,Yes,No,No,No,No,No,Yes
128,Destiny Basic,Clawop,Common,854,0.42,19,No,No,No,Yes,No,No,No
129,Destiny Basic,Shellow,Common,241,0.22,19,No,No,No,No,No,No,Yes
130,Destiny Basic,Nimblis,Common,980,12.68,19,Yes,No,No,Yes,No,No,No
131,Destiny Basic,Werboo,Common,505,0.22,19,No,No,No,No,No,No,Yes
132,Destiny Basic,Flami,Common,518,0.75,19,No,No,No,Yes,No,No,No
133,Destiny Basic,Flamchik,Common,1337,16.92,19,No,No,No,No,Yes,No,No
134,Destiny Basic,Sludglop,Common,1406,0.31,20,No,No,No,Yes,No,No,No
135,Destiny Basic,Shellow,Common,244,2.66,20,No,Yes,No,No,No,No,No
136,Destiny Basic,Nimblis,Common,973,0.22,20,No,No,No,No,No,No,Yes
137,Destiny Basic,Gupi,Common,709,0.03,20,No,No,No,No,No,No,Yes
138,Destiny Basic,Flami,Common,517,0.32,20,No,No,No,No,No,No,Yes
139,Destiny Basic,Kyrone,Common,553,0.18,20,No,No,No,No,No,No,Yes
140,Destiny Basic,Nanomite,Common,97,0.14,20,No,No,No,No,No,No,Yes
141,Destiny Basic,Helio,Common,457,0.18,21,No,No,No,No,No,No,Yes
142,Destiny Basic,Shellow,Common,244,2.66,21,No,Yes,No,No,No,No,No
143,Destiny Basic,Kyrone,Common,561,23.78,21,Yes,No,Yes,No,No,No,No
144,Destiny Basic,Tetron,Common,805,0.17,21,No,No,No,No,No,No,Yes
145,Destiny Basic,Lupup,Common,661,0.31,21,No,No,No,No,No,No,Yes
146,Destiny Basic,Pigni,Common,4,6.49,21,No,Yes,No,No,No,No,No
147,Destiny Basic,Flami,Common,520,3.22,21,No,Yes,No,No,No,No,No
148,Destiny Basic,Poseia,Common,1357,0.04,22,No,No,No,No,No,No,Yes
149,Destiny Basic,Nocti,Common,343,3.43,22,Yes,No,No,No,No,No,Yes
150,Destiny Basic,Shellow,Common,241,0.22,22,No,No,No,No,No,No,Yes
151,Destiny Basic,Mufflin,Common,1225,0.26,22,No,No,No,No,No,No,Yes
152,Destiny Basic,Seedant,Common,1117,0.23,22,No,No,No,No,No,No,Yes
153,Destiny Basic,Tetron,Common,805,0.17,22,No,No,No,No,No,No,Yes
154,Destiny Basic,Sapoling,Common,145,0.2,22,No,No,No,No,No,No,Yes
155,Destiny Basic,Minstar,Common,193,0.14,23,No,No,No,No,No,No,Yes
156,Destiny Basic,Sapoling,Common,145,0.2,23,No,No,No,No,No,No,Yes
157,Destiny Basic,Shellow,Common,242,0.97,23,No,No,No,Yes,No,No,No
158,Destiny Basic,Helio,Common,458,1.28,23,No,No,No,Yes,No,No,No
159,Destiny Basic,Sludglop,Common,1405,0.17,23,No,No,No,No,No,No,Yes
160,Destiny Basic,Flamchik,Common,1334,0.8,23,No,No,No,Yes,No,No,No
161,Destiny Basic,Kidsune,Common,49,0.07,23,No,No,No,No,No,No,Yes
162,Destiny Basic,Esmeri,Common,1009,0.14,24,No,No,No,No,No,No,Yes
163,Destiny Basic,Nimblis,Common,974,1.37,24,No,No,No,Yes,No,No,No
164,Destiny Basic,Tetron,Common,806,0.55,24,No,No,No,Yes,No,No,No
165,Destiny Basic,Sunflork,Common,901,0.4,24,No,No,No,No,No,No,Yes
166,Destiny Basic,Poseia,Common,1357,0.04,24,No,No,No,No,No,No,Yes
167,Destiny Basic,Crobib,Common,937,0.19,24,No,No,No,No,No,No,Yes
168,Destiny Basic,Mufflin,Common,1228,3.34,24,No,Yes,No,No,No,No,No
169,Destiny Basic,Clawop,Common,854,0.42,25,No,No,No,Yes,No,No,No
170,Destiny Basic,Flami,Common,517,0.32,25,No,No,No,No,No,No,Yes
171,Destiny Basic,Minstar,Common,193,0.14,25,No,No,No,No,No,No,Yes
172,Destiny Basic,Sunflork,Common,901,0.4,25,No,No,No,No,No,No,Yes
173,Destiny Basic,Seedant,Common,1117,0.23,25,No,No,No,No,No,No,Yes
174,Destiny Basic,Nimblis,Common,973,0.22,25,No,No,No,No,No,No,Yes
175,Destiny Basic,Helio,Common,457,0.18,25,No,No,No,No,No,No,Yes
176,Destiny Basic,Seedant,Common,1117,0.23,26,No,No,No,No,No,No,Yes
177,Destiny Basic,Wurmgle,Common,289,0.32,26,No,No,No,No,No,No,Yes
178,Destiny Basic,Poseia,Common,1359,2.69,26,No,No,Yes,No,No,No,No
179,Destiny Basic,Shellow,Common,241,0.22,26,No,No,No,No,No,No,Yes
180,Destiny Basic,Nimblis,Common,976,5.78,26,No,Yes,No,No,No,No,No
181,Destiny Basic,Werboo,Common,511,5.7,26,Yes,No,No,No,No,No,Yes
182,Destiny Basic,Sludglop,Common,1405,0.17,26,No,No,No,No,No,No,Yes
183,Destiny Basic,Pigni,Common,1,0.34,27,No,No,No,No,No,No,Yes
184,Destiny Basic,Clawop,Common,853,0.24,27,No,No,No,No,No,No,Yes
185,Destiny Basic,Minstar,Common,193,0.14,27,No,No,No,No,No,No,Yes
186,Destiny Basic,Sludglop,Common,1405,0.17,27,No,No,No,No,No,No,Yes
187,Destiny Basic,Nocti,Common,339,2.77,27,No,No,Yes,No,No,No,No
188,Destiny Basic,Shellow,Common,241,0.22,27,No,No,No,No,No,No,Yes
189,Destiny Basic,N/A,Common,N/A,1706.4,27,Yes,No,No,No,No,Yes,No
190,Destiny Basic,Anguifish,Common,1261,0.09,28,No,No,No,No,No,No,Yes
191,Destiny Basic,Wurmgle,Common,289,0.32,28,No,No,No,No,No,No,Yes
192,Destiny Basic,Sapoling,Common,147,0.9,28,No,No,Yes,No,No,No,No
193,Destiny Basic,Nimblis,Common,973,0.22,28,No,No,No,No,No,No,Yes
194,Destiny Basic,Crobib,Common,944,10.11,28,Yes,No,No,Yes,No,No,No
195,Destiny Basic,Tetron,Common,805,0.17,28,No,No,No,No,No,No,Yes
196,Destiny Basic,Flami,Common,517,0.32,28,No,No,No,No,No,No,Yes
197,Destiny Basic,Mufflin,Common,1225,0.26,29,No,No,No,No,No,No,Yes
198,Destiny Basic,Nocti,Common,337,0.05,29,No,No,No,No,No,No,Yes
199,Destiny Basic,Wurmgle,Common,291,1.83,29,No,No,Yes,No,No,No,No
200,Destiny Basic,Werboo,Common,507,2.59,29,No,No,Yes,No,No,No,No
201,Destiny Basic,Clawop,Common,853,0.24,29,No,No,No,No,No,No,Yes
202,Destiny Basic,Pigni,Common,4,6.49,29,No,Yes,No,No,No,No,No
203,Destiny Basic,Lupup,Common,661,0.31,29,No,No,No,No,No,No,Yes
204,Destiny Basic,Lupup,Common,661,0.31,30,No,No,No,No,No,No,Yes
205,Destiny Basic,Helio,Common,457,0.18,30,No,No,No,No,No,No,Yes
206,Destiny Basic,Mufflin,Common,1229,14.86,30,No,No,No,No,Yes,No,No
207,Destiny Basic,Nocti,Common,338,0.37,30,No,No,No,Yes,No,No,No
208,Destiny Basic,Nimblis,Common,973,0.22,30,No,No,No,No,No,No,Yes
209,Destiny Basic,Kyrone,Common,556,8.9,30,No,Yes,No,No,No,No,No
210,Destiny Basic,Nanomite,Common,99,2.66,30,No,No,Yes,No,No,No,No
