,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art ,Normal
57,Tetramon Epic,Gannon,Epic,829,0.43,9,No,No,No,No,No,No,Yes
58,Tetramon Epic,Gilgabass,Epic,733,0.63,9,No,No,No,No,No,No,Yes
59,Tetramon Epic,Clawaken,Epic,877,0.38,9,No,No,No,No,No,No,Yes
60,Tetramon Epic,Drilceros,Epic,397,0.47,9,No,No,No,No,No,No,Yes
61,Tetramon Epic,Nimbustrike,Epic,998,1.46,9,No,No,No,Yes,No,No,No
62,Tetramon Epic,Threeze,Epic,577,0.41,9,No,No,No,No,No,No,Yes
63,Tetramon Epic,Amnesilla,Epic,1285,0.47,9,No,No,No,No,No,No,Yes
64,Tetramon Epic,Litspire,Epic,1045,0.57,10,No,No,No,No,No,No,Yes
65,Tetramon Epic,Grizzaw,Epic,409,0.32,10,No,No,No,No,No,No,Yes
66,Tetramon Epic,Wolgin,Epic,781,0.42,10,No,No,No,No,No,No,Yes
67,Tetramon Epic,Crorathian,Epic,963,3.62,10,No,No,Yes,No,No,No,No
68,Tetramon Epic,Threeze,Epic,577,0.41,10,No,No,No,No,No,No,Yes
69,Tetramon Epic,Flory,Epic,481,0.44,10,No,No,No,No,No,No,Yes
70,Tetramon Epic,Kataryu,Epic,1201,0.26,10,No,No,No,No,No,No,Yes
71,Tetramon Epic,Lucinder,Epic,685,0.62,11,No,No,No,No,No,No,Yes
72,Tetramon Epic,Wolgin,Epic,781,0.42,11,No,No,No,No,No,No,Yes
73,Tetramon Epic,Litspire,Epic,1045,0.57,11,No,No,No,No,No,No,Yes
74,Tetramon Epic,Kataryu,Epic,1202,1.32,11,No,No,No,Yes,No,No,No
75,Tetramon Epic,Mufflimax,Epic,1253,26.6,11,No,No,No,No,Yes,No,No
76,Tetramon Epic,Tortugor,Epic,649,0.47,11,No,No,No,No,No,No,Yes
77,Tetramon Epic,Inferhog,Epic,26,1.86,11,No,No,No,Yes,No,No,No
78,Tetramon Epic,Timbro,Epic,169,0.45,12,No,No,No,No,No,No,Yes
79,Tetramon Epic,Aquariff,Epic,266,1.78,12,No,No,No,Yes,No,No,No
80,Tetramon Epic,Honobi,Epic,73,0.53,12,No,No,No,No,No,No,Yes
81,Tetramon Epic,Gannon,Epic,830,1.37,12,No,No,No,Yes,No,No,No
82,Tetramon Epic,Clawaken,Epic,883,6.49,12,Yes,No,No,No,No,No,Yes
83,Tetramon Epic,Gekoflare,Epic,1309,0.74,12,No,No,No,No,No,No,Yes
84,Tetramon Epic,Esmerdios,Epic,1033,0.39,12,No,No,No,No,No,No,Yes
85,Tetramon Epic,Litspire,Epic,1052,7.96,13,Yes,No,No,Yes,No,No,No
86,Tetramon Epic,Talonika,Epic,1177,0.38,13,No,No,No,No,No,No,Yes
87,Tetramon Epic,Flory,Epic,481,0.44,13,No,No,No,No,No,No,Yes
88,Tetramon Epic,Gilgabass,Epic,736,8.68,13,No,Yes,No,No,No,No,No
89,Tetramon Epic,Drilceros,Epic,397,0.47,13,No,No,No,No,No,No,Yes
90,Tetramon Epic,Gekoflare,Epic,1309,0.74,13,No,No,No,No,No,No,Yes
91,Tetramon Epic,Timbro,Epic,171,3.78,13,No,No,Yes,No,No,No,No
92,Tetramon Epic,Kataryu,Epic,1201,0.26,14,No,No,No,No,No,No,Yes
93,Tetramon Epic,Meganite,Epic,122,1.07,14,No,No,No,Yes,No,No,No
94,Tetramon Epic,Honobi,Epic,75,3.46,14,No,No,Yes,No,No,No,No
95,Tetramon Epic,Tortugor,Epic,649,0.47,14,No,No,No,No,No,No,Yes
96,Tetramon Epic,Gilgabass,Epic,735,2.74,14,No,No,Yes,No,No,No,No
97,Tetramon Epic,Lucinder,Epic,685,0.62,14,No,No,No,No,No,No,Yes
98,Tetramon Epic,Esmerdios,Epic,1033,0.39,14,No,No,No,No,No,No,Yes
99,Tetramon Epic,Timbro,Epic,171,3.45,15,No,No,Yes,No,No,No,No
100,Tetramon Epic,Esmerdios,Epic,1033,0.34,15,No,No,No,No,No,No,Yes
101,Tetramon Epic,Poseigon,Epic,1381,0.6,15,No,No,No,No,No,No,Yes
102,Tetramon Epic,Lucinder,Epic,686,1.33,15,No,No,No,Yes,No,No,No
103,Tetramon Epic,Amnesilla,Epic,1285,0.44,15,No,No,No,No,No,No,Yes
104,Tetramon Epic,Mufflimax,Epic,1249,0.44,15,No,No,No,No,No,No,Yes
105,Tetramon Epic,Talontsu,Epic,1165,0.37,15,No,No,No,No,No,No,Yes
106,Tetramon Epic,Clawaken,Epic,877,0.4,16,No,No,No,No,No,No,Yes
107,Tetramon Epic,Tortugor,Epic,649,0.44,16,No,No,No,No,No,No,Yes
108,Tetramon Epic,Amnesilla,Epic,1285,0.44,16,No,No,No,No,No,No,Yes
109,Tetramon Epic,Inferhog,Epic,25,0.68,16,No,No,No,No,No,No,Yes
110,Tetramon Epic,Moskit,Epic,541,0.37,16,No,No,No,No,No,No,Yes
111,Tetramon Epic,Timbro,Epic,170,1.45,16,No,No,No,Yes,No,No,No
112,Tetramon Epic,Grizzaw,Epic,409,0.33,16,No,No,No,No,No,No,Yes
113,Tetramon Epic,Vampicant,Epic,361,0.28,17,No,No,No,No,No,No,Yes
114,Tetramon Epic,Aquariff,Epic,269,25.34,17,No,No,No,No,Yes,No,No
115,Tetramon Epic,Talonika,Epic,1177,0.37,17,No,No,No,No,No,No,Yes
116,Tetramon Epic,Clawvenger,Epic,1082,0.93,17,No,No,No,Yes,No,No,No
117,Tetramon Epic,Gekoflare,Epic,1309,0.73,17,No,No,No,No,No,No,Yes
118,Tetramon Epic,Kataryu,Epic,1201,0.26,17,No,No,No,No,No,No,Yes
119,Tetramon Epic,Mothini,Epic,313,0.26,17,No,No,No,No,No,No,Yes
120,Tetramon Epic,Amnesilla,Epic,1285,0.44,18,No,No,No,No,No,No,Yes
121,Tetramon Epic,Clawaken,Epic,880,4.87,18,No,Yes,No,No,No,No,No
122,Tetramon Epic,Crorathian,Epic,961,0.56,18,No,No,No,No,No,No,Yes
123,Tetramon Epic,Kataryu,Epic,1202,1.27,18,No,No,No,Yes,No,No,No
124,Tetramon Epic,Grizzaw,Epic,410,0.85,18,No,No,No,Yes,No,No,No
125,Tetramon Epic,Toxigoop,Epic,1429,0.5,18,No,No,No,No,No,No,Yes
126,Tetramon Epic,Tortugor,Epic,649,0.44,18,No,No,No,No,No,No,Yes
127,Tetramon Epic,Flory,Epic,481,0.41,19,No,No,No,No,No,No,Yes
128,Tetramon Epic,Talontsu,Epic,1166,1.17,19,No,No,No,Yes,No,No,No
129,Tetramon Epic,Threeze,Epic,578,1.43,19,No,No,No,Yes,No,No,No
130,Tetramon Epic,Lucinder,Epic,685,0.54,19,No,No,No,No,No,No,Yes
131,Tetramon Epic,Gannon,Epic,829,0.43,19,No,No,No,No,No,No,Yes
132,Tetramon Epic,Aquariff,Epic,265,0.48,19,No,No,No,No,No,No,Yes
133,Tetramon Epic,Inferhog,Epic,26,1.42,19,No,No,No,Yes,No,No,No
134,Tetramon Epic,Tortugor,Epic,649,0.44,20,No,No,No,No,No,No,Yes
135,Tetramon Epic,Clawaken,Epic,877,0.4,20,No,No,No,No,No,No,Yes
136,Tetramon Epic,Honobi,Epic,73,0.53,20,No,No,No,No,No,No,Yes
137,Tetramon Epic,Buzzeed,Epic,1141,0.34,20,No,No,No,No,No,No,Yes
138,Tetramon Epic,Crorathian,Epic,961,0.56,20,No,No,No,No,No,No,Yes
139,Tetramon Epic,Talonika,Epic,1177,0.37,20,No,No,No,No,No,No,Yes
140,Tetramon Epic,Poseigon,Epic,1382,1.23,20,No,No,No,Yes,No,No,No
141,Tetramon Epic,Lucinder,Epic,685,0.54,21,No,No,No,No,No,No,Yes
142,Tetramon Epic,Talonika,Epic,1177,0.37,21,No,No,No,No,No,No,Yes
143,Tetramon Epic,Esmerdios,Epic,1034,0.87,21,No,No,No,Yes,No,No,No
144,Tetramon Epic,Crorathian,Epic,961,0.56,21,No,No,No,No,No,No,Yes
145,Tetramon Epic,Toxigoop,Epic,1432,6.89,21,No,Yes,No,No,No,No,No
146,Tetramon Epic,Gilgabass,Epic,733,0.58,21,No,No,No,No,No,No,Yes
147,Tetramon Epic,Moskit,Epic,541,0.37,21,No,No,No,No,No,No,Yes
148,Tetramon Epic,Timbro,Epic,170,1.45,22,No,No,No,Yes,No,No,No
149,Tetramon Epic,Drilceros,Epic,399,2.62,22,No,No,Yes,No,No,No,No
150,Tetramon Epic,Talonika,Epic,1177,0.37,22,No,No,No,No,No,No,Yes
151,Tetramon Epic,Lucinder,Epic,685,0.54,22,No,No,No,No,No,No,Yes
152,Tetramon Epic,Buzzeed,Epic,1145,25.81,22,No,No,No,No,Yes,No,No
153,Tetramon Epic,Toxigloop,Epic,1430,0.94,22,No,No,No,Yes,No,No,No
154,Tetramon Epic,Vampicant,Epic,362,1.53,22,No,No,No,Yes,No,No,No
155,Tetramon Epic,Wolgin,Epic,784,6,23,No,Yes,No,No,No,No,No
156,Tetramon Epic,Gekoflare,Epic,1309,0.73,23,No,No,No,No,No,No,Yes
157,Tetramon Epic,Kataryu,Epic,1207,2.07,23,Yes,No,No,No,No,No,Yes
158,Tetramon Epic,Lucinder,Epic,686,1.33,23,No,No,No,Yes,No,No,No
159,Tetramon Epic,Princestar,Epic,218,1.22,23,No,No,No,Yes,No,No,No
160,Tetramon Epic,Toxigoop,Epic,129,0.5,23,No,No,No,No,No,No,Yes
161,Tetramon Epic,Talonika,Epic,1177,0.37,23,No,No,No,No,No,No,Yes
162,Tetramon Epic,Gannon,Epic,835,3.35,24,Yes,No,No,No,No,No,Yes
163,Tetramon Epic,Mufflimax,Epic,1255,5.44,24,Yes,No,No,No,No,No,Yes
164,Tetramon Epic,Meganite,Epic,123,2.38,24,No,No,Yes,No,No,No,No
165,Tetramon Epic,Moskit,Epic,542,0.98,24,No,No,No,Yes,No,No,No
166,Tetramon Epic,Wolgin,Epic,781,0.37,24,No,No,No,No,No,No,Yes
167,Tetramon Epic,Scarkgorus,Epic,925,0.58,24,No,No,No,No,No,No,Yes
168,Tetramon Epic,Poseigon,Epic,1381,0.6,24,No,No,No,No,No,No,Yes
169,Tetramon Epic,Talonika,Epic,1177,0.37,25,No,No,No,No,No,No,Yes
170,Tetramon Epic,Inferhog,Epic,27,3.15,25,No,No,Yes,No,No,No,No
171,Tetramon Epic,Clawaken,Epic,877,0.4,25,No,No,No,No,No,No,Yes
172,Tetramon Epic,Amnesilla,Epic,1285,0.44,25,No,No,No,No,No,No,Yes
173,Tetramon Epic,Scarkgorus,Epic,925,0.58,25,No,No,No,No,No,No,Yes
174,Tetramon Epic,Lucinder,Epic,685,0.54,25,No,No,No,No,No,No,Yes
175,Tetramon Epic,Gekoflare,Epic,1311,2.71,25,No,No,Yes,No,No,No,No
176,Tetramon Epic,Poseigon,Epic,1382,1.23,26,No,No,No,Yes,No,No,No
177,Tetramon Epic,Aquariff,Epic,265,0.48,26,No,No,No,No,No,No,Yes
178,Tetramon Epic,Talontsu,Epic,1165,0.37,26,No,No,No,No,No,No,Yes
179,Tetramon Epic,Flory,Epic,481,0.41,26,No,No,No,No,No,No,Yes
180,Tetramon Epic,Meganite,Epic,122,0.99,26,No,No,No,Yes,No,No,No
181,Tetramon Epic,Scarkgorus,Epic,926,1.39,26,No,No,No,Yes,No,No,No
182,Tetramon Epic,Toxigoop,Epic,1429,0.5,26,No,No,No,No,No,No,Yes
183,Tetramon Epic,Buzzeed,Epic,1141,0.34,27,No,No,No,No,No,No,Yes
184,Tetramon Epic,Drilceros,Epic,398,1.19,27,No,No,No,Yes,No,No,No
185,Tetramon Epic,Gannon,Epic,829,0.43,27,No,No,No,No,No,No,Yes
186,Tetramon Epic,Vampicant,Epic,365,29.99,27,No,No,No,No,Yes,No,No
187,Tetramon Epic,Mothini,Epic,313,0.26,27,No,No,No,No,No,No,Yes
188,Tetramon Epic,Talontsu,Epic,1165,0.37,27,No,No,No,No,No,No,Yes
189,Tetramon Epic,Princestar,Epic,217,0.5,27,No,No,No,No,No,No,Yes
190,Tetramon Epic,Amnesilla,Epic,1285,0.44,28,No,No,No,No,No,No,Yes
191,Tetramon Epic,Mothini,Epic,313,0.26,28,No,No,No,No,No,No,Yes
192,Tetramon Epic,Lucinder,Epic,686,1.33,28,No,No,No,Yes,No,No,No
193,Tetramon Epic,Flory,Epic,481,0.41,28,No,No,No,No,No,No,Yes
194,Tetramon Epic,Timbro,Epic,169,0.47,28,No,No,No,No,No,No,Yes
195,Tetramon Epic,Wolgin,Epic,781,0.37,28,No,No,No,No,No,No,Yes
196,Tetramon Epic,Kataryu,Epic,1202,1.27,28,No,No,No,Yes,No,No,No
197,Tetramon Epic,Clawaken,Epic,877,0.4,29,No,No,No,No,No,No,Yes
198,Tetramon Epic,Scarkgorus,Epic,925,0.58,29,No,No,No,No,No,No,Yes
199,Tetramon Epic,Inferhog,Epic,25,0.68,29,No,No,No,No,No,No,Yes
200,Tetramon Epic,Buzzeed,Epic,1143,3.12,29,No,No,Yes,No,No,No,No
201,Tetramon Epic,Talontsu,Epic,1165,0.37,29,No,No,No,No,No,No,Yes
202,Tetramon Epic,Kataryu,Epic,1202,1.27,29,No,No,No,Yes,No,No,No
203,Tetramon Epic,Vampicant,Epic,361,0.28,29,No,No,No,No,No,No,Yes
204,Tetramon Epic,Toxigoop,Epic,1433,21.64,30,No,No,No,No,Yes,No,No
205,Tetramon Epic,Honobi,Epic,73,0.53,30,No,No,No,No,No,No,Yes
206,Tetramon Epic,Tortugor,Epic,649,0.44,30,No,No,No,No,No,No,Yes
207,Tetramon Epic,Crorathian,Epic,962,1.52,30,No,No,No,Yes,No,No,No
208,Tetramon Epic,Buzzeed,Epic,1141,0.34,30,No,No,No,No,No,No,Yes
209,Tetramon Epic,Talontsu,Epic,1167,2.19,30,No,No,Yes,No,No,No,No
210,Tetramon Epic,Esmerdios,Epic,1034,0.87,30,No,No,No,Yes,No,No,No
