,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art,Normal
134,Tetramon Basic,Flami,Common,517,0.24,20,No,No,No,No,No,No,Yes
135,Tetramon Basic,Shellow,Common,243,2.05,20,No,No,Yes,No,No,No,No
136,Tetramon Basic,Sludglop,Common,1408,2.24,20,No,Yes,No,No,No,No,No
137,Tetramon Basic,Tetron,Common,806,0.87,20,No,No,No,Yes,No,No,No
138,Tetramon Basic,Sunflork,Common,901,0.11,20,No,No,No,No,No,No,Yes
139,Tetramon Basic,Gupi,Common,710,0.33,20,No,No,No,Yes,No,No,No
140,Tetramon Basic,Poseia,Common,1358,0.8,20,No,No,No,Yes,No,No,No
141,Tetramon Basic,Anguifish,Common,1261,0.25,21,No,No,No,No,No,No,Yes
142,Tetramon Basic,Crobib,Common,937,0.05,21,No,No,No,No,No,No,Yes
143,Tetramon Basic,Werboo,Common,506,0.67,21,No,No,No,Yes,No,No,No
144,Tetramon Basic,Tetron,Common,805,0.03,21,No,No,No,No,No,No,Yes
145,Tetramon Basic,Mufflin,Common,1226,0.43,21,No,No,No,Yes,No,No,No
146,Tetramon Basic,Clawop,Common,853,0.07,21,No,No,No,No,No,No,Yes
147,Tetramon Basic,Sludglop,Common,1405,0.2,21,No,No,No,No,No,No,Yes
148,Tetramon Basic,Nanomite,Common,97,0.12,22,No,No,No,No,No,No,Yes
149,Tetramon Basic,Esmeri,Common,1009,0.22,22,No,No,No,No,No,No,Yes
150,Tetramon Basic,Mufflin,Common,1226,0.43,22,No,No,No,Yes,No,No,No
151,Tetramon Basic,Sunflork,Common,902,0.8,22,No,No,No,Yes,No,No,No
152,Tetramon Basic,Tetron,Common,805,0.03,22,No,No,No,No,No,No,Yes
153,Tetramon Basic,Wurmgle,Common,290,0.78,22,No,No,No,Yes,No,No,No
154,Tetramon Basic,Sludglop,Common,1405,0.2,22,No,No,No,No,No,No,Yes
155,Tetramon Basic,Kidsune,Common,49,0.24,23,No,No,No,No,No,No,Yes
156,Tetramon Basic,Nocti,Common,344,3.65,23,Yes,No,No,Yes,No,No,No
157,Tetramon Basic,Shellow,Common,241,0.13,23,No,No,No,No,No,No,Yes
158,Tetramon Basic,Minstar,Common,193,0.22,23,No,No,No,No,No,No,Yes
159,Tetramon Basic,Nimblis,Common,973,0.18,23,No,No,No,No,No,No,Yes
160,Tetramon Basic,Seedant,Common,1118,0.86,23,No,No,No,Yes,No,No,No
161,Tetramon Basic,Lupup,Common,661,0.3,23,No,No,No,No,No,No,Yes
162,Tetramon Basic,Flami,Common,517,0.24,24,No,No,No,No,No,No,Yes
163,Tetramon Basic,Crobib,Common,939,0.96,24,No,No,Yes,No,No,No,No
164,Tetramon Basic,Clawop,Common,859,3.57,24,Yes,No,No,No,No,No,Yes
165,Tetramon Basic,Nanomite,Common,97,0.12,24,No,No,No,No,No,No,Yes
166,Tetramon Basic,Pigni,Common,1,0.24,24,No,No,No,No,No,No,Yes
167,Tetramon Basic,Batrang,Common,757,0.05,24,No,No,No,No,No,No,Yes
168,Tetramon Basic,Anguifish,Common,1261,0.25,24,No,No,No,No,No,No,Yes
169,Tetramon Basic,Gupi,Common,709,0.2,25,No,No,No,No,No,No,Yes
170,Tetramon Basic,Seedant,Common,1117,0.06,25,No,No,No,No,No,No,Yes
171,Tetramon Basic,Nocti,Common,337,0.07,25,No,No,No,No,No,No,Yes
172,Tetramon Basic,Mufflin,Common,1225,0.17,25,No,No,No,No,No,No,Yes
173,Tetramon Basic,Lupup,Common,661,0.3,25,No,No,No,No,No,No,Yes
174,Tetramon Basic,Wurmgle,Common,290,0.78,25,No,No,No,Yes,No,No,No
175,Tetramon Basic,Shellow,Common,241,0.13,25,No,No,No,No,No,No,Yes
176,Tetramon Basic,Sunflork,Common,901,0.11,26,No,No,No,No,No,No,Yes
177,Tetramon Basic,Kyrone,Common,555,2.85,26,No,No,Yes,No,No,No,No
178,Tetramon Basic,Nocti,Common,338,0.23,26,No,No,No,Yes,No,No,No
179,Tetramon Basic,Helio,Common,458,0.29,26,No,No,No,Yes,No,No,No
180,Tetramon Basic,Flamchik,Common,1333,0.21,26,No,No,No,No,No,No,Yes
181,Tetramon Basic,Sapoling,Common,147,2.15,26,No,No,Yes,No,No,No,No
182,Tetramon Basic,Batrang,Common,759,2.48,26,No,No,Yes,No,No,No,No
183,Tetramon Basic,Sludglop,Common,1405,0.2,27,No,No,No,No,No,No,Yes
184,Tetramon Basic,Nanomite,Common,97,0.12,27,No,No,No,No,No,No,Yes
185,Tetramon Basic,Seedant,Common,1118,0.86,27,No,No,No,Yes,No,No,No
186,Tetramon Basic,Nimblis,Common,973,0.18,27,No,No,No,No,No,No,Yes
187,Tetramon Basic,Batrang,Common,757,0.05,27,No,No,No,No,No,No,Yes
188,Tetramon Basic,Sapoling,Common,145,0.18,27,No,No,No,No,No,No,Yes
189,Tetramon Basic,Flami,Common,517,0.24,27,No,No,No,No,No,No,Yes
190,Tetramon Basic,Sapoling,Common,146,0.86,28,No,No,No,Yes,No,No,No
191,Tetramon Basic,Pigni,Common,1,0.24,28,No,No,No,No,No,No,Yes
192,Tetramon Basic,Kyrone,Common,553,0.28,28,No,No,No,No,No,No,Yes
193,Tetramon Basic,Flami,Common,517,0.24,28,No,No,No,No,No,No,Yes
194,Tetramon Basic,Helio,Common,458,0.29,28,No,No,No,Yes,No,No,No
195,Tetramon Basic,Wurmgle,Common,289,0.04,28,No,No,No,No,No,No,Yes
196,Tetramon Basic,Shellow,Common,247,2.41,28,Yes,No,No,No,No,No,Yes
197,Tetramon Basic,Helio,Common,458,0.29,29,No,No,No,Yes,No,No,No
198,Tetramon Basic,Flami,Common,517,0.24,29,No,No,No,No,No,No,Yes
199,Tetramon Basic,Kyrone,Common,553,0.28,29,No,No,No,No,No,No,Yes
200,Tetramon Basic,Gupi,Common,709,0.2,29,No,No,No,No,No,No,Yes
201,Tetramon Basic,Crobib,Common,937,0.05,29,No,No,No,No,No,No,Yes
202,Tetramon Basic,Tetron,Common,805,0.03,29,No,No,No,No,No,No,Yes
203,Tetramon Basic,Shellow,Common,241,0.13,29,No,No,No,No,No,No,Yes
204,Tetramon Basic,Batrang,Common,758,0.38,30,No,No,No,Yes,No,No,No
205,Tetramon Basic,Sapoling,Common,145,0.18,30,No,No,No,No,No,No,Yes
206,Tetramon Basic,Pigni,Common,1,0.24,30,No,No,No,No,No,No,Yes
207,Tetramon Basic,Werboo,Common,505,0.14,30,No,No,No,No,No,No,Yes
208,Tetramon Basic,Mufflin,Common,1227,2.29,30,No,No,Yes,No,No,No,No
209,Tetramon Basic,Wurmgle,Common,290,0.78,30,No,No,No,Yes,No,No,No
210,Tetramon Basic,Sludglop,Common,1405,0.2,30,No,No,No,No,No,No,Yes
