,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art,Normal
23,Tetramon Legendary,Fistronk,Legendary,277,0.94,4,No,No,No,No,No,No,Yes
24,Tetramon Legendary,Royalama,Legendary,327,4.4,4,No,No,Yes,No,No,No,No
25,Tetramon Legendary,Hydroid,Legendary,591,6.43,4,No,No,Yes,No,No,No,No
26,Tetramon Legendary,Toximuck,Legendary,1441,0.69,4,No,No,No,No,No,No,Yes
27,Tetramon Legendary,Magnoria,Legendary,495,3.18,4,No,No,Yes,No,No,No,No
28,Tetramon Legendary,Mammotree,Legendary,181,0.64,4,No,No,No,No,No,No,Yes
29,Tetramon Legendary,Royalama,Legendary,331,4.14,5,Yes,No,No,No,No,No,Yes
30,Tetramon Legendary,Terradrakon,Legendary,1322,2.42,5,No,No,No,Yes,No,No,No
31,Tetramon Legendary,Hydron,Legendary,625,1,5,No,No,No,No,No,No,Yes
32,Tetramon Legendary,Bogon,Legendary,613,0.75,5,No,No,No,No,No,No,Yes
33,Tetramon Legendary,Blazoar,Legendary,37,0.81,5,No,No,No,No,No,No,Yes
34,Tetramon Legendary,Hydroid,Legendary,589,0.72,5,No,No,No,No,No,No,Yes
35,Tetramon Legendary,Clawcifear,Legendary,889,0.71,5,No,No,No,No,No,No,Yes
36,Tetramon Legendary,GigatronX,Legendary,841,0.5,6,No,No,No,No,No,No,Yes
37,Tetramon Legendary,Kyuenbi,Legendary,85,0.81,6,No,No,No,No,No,No,Yes
38,Tetramon Legendary,Mammotree,Legendary,181,0.64,6,No,No,No,No,No,No,Yes
39,Tetramon Legendary,Giganite,Legendary,133,0.48,6,No,No,No,No,No,No,Yes
40,Tetramon Legendary,Drakon,Legendary,601,0.87,6,No,No,No,No,No,No,Yes
41,Tetramon Legendary,Blazoar,Legendary,37,0.81,6,No,No,No,No,No,No,Yes
42,Tetramon Legendary,Toximuck,Legendary,1441,0.69,6,No,No,No,No,No,No,Yes
43,Tetramon Legendary,Giganite,Legendary,133,0.48,7,No,No,No,No,No,No,Yes
44,Tetramon Legendary,Voltrex,Legendary,1057,0.62,7,No,No,No,No,No,No,Yes
45,Tetramon Legendary,Katengu,Legendary,1213,0.59,7,No,No,No,No,No,No,Yes
46,Tetramon Legendary,Clawcifear,Legendary,891,4.47,7,No,No,Yes,No,No,No,No
47,Tetramon Legendary,Poseidrake,Legendary,1393,0.83,7,No,No,No,No,No,No,Yes
48,Tetramon Legendary,Hydron,Legendary,627,4.46,7,No,No,Yes,No,No,No,No
49,Tetramon Legendary,Fistronk,Legendary,277,0.94,7,No,No,No,No,No,No,Yes
50,Tetramon Legendary,Blazoar,Legendary,37,0.81,8,No,No,No,No,No,No,Yes
51,Tetramon Legendary,Giganite,Legendary,133,0.48,8,No,No,No,No,No,No,Yes
52,Tetramon Legendary,Mammotree,Legendary,185,55.09,8,No,No,No,No,Yes,No,No
53,Tetramon Legendary,GigatronX,Legendary,841,0.5,8,No,No,No,No,No,No,Yes
54,Tetramon Legendary,Raizon,Legendary,638,2.02,8,No,No,No,Yes,No,No,No
55,Tetramon Legendary,Poseidrake,Legendary,1396,11.91,8,No,Yes,No,No,No,No,No
56,Tetramon Legendary,Katengu,Legendary,1213,0.59,8,No,No,No,No,No,No,Yes
57,Tetramon Legendary,Flambrolly,Legendary,1099,6.24,9,Yes,No,No,No,No,No,Yes
58,Tetramon Legendary,Poseidrake,Legendary,1393,0.83,9,No,No,No,No,No,No,Yes
59,Tetramon Legendary,Katengu,Legendary,1213,0.59,9,No,No,No,No,No,No,Yes
60,Tetramon Legendary,Toximuck,Legendary,1449,49.74,9,Yes,No,Yes,No,No,No,No
61,Tetramon Legendary,Blazoar,Legendary,37,0.81,9,No,No,No,No,No,No,Yes
62,Tetramon Legendary,Dracunix,Legendary,373,0.51,9,No,No,No,No,No,No,Yes
63,Tetramon Legendary,Talonryu,Legendary,1189,0.72,9,No,No,No,No,No,No,Yes
64,Tetramon Legendary,Hydron,Legendary,625,1,10,No,No,No,No,No,No,Yes
65,Tetramon Legendary,Fistronk,Legendary,279,6.1,10,No,No,Yes,No,No,No,No
66,Tetramon Legendary,Toximuck,Legendary,1442,2,10,No,No,No,Yes,No,No,No
67,Tetramon Legendary,Dracunix,Legendary,376,10.76,10,No,Yes,No,No,No,No,No
68,Tetramon Legendary,Raizon,Legendary,638,2.02,10,No,No,No,Yes,No,No,No
69,Tetramon Legendary,Giganite,Legendary,133,0.48,10,No,No,No,No,No,No,Yes
70,Tetramon Legendary,Flambrolly,Legendary,1093,0.84,10,No,No,No,No,No,No,Yes
71,Tetramon Legendary,Voltrex,Legendary,1057,0.62,11,No,No,No,No,No,No,Yes
72,Tetramon Legendary,Giganite,Legendary,133,0.48,11,No,No,No,No,No,No,Yes
73,Tetramon Legendary,Flambrolly,Legendary,1093,0.84,11,No,No,No,No,No,No,Yes
74,Tetramon Legendary,GigatronX,Legendary,841,0.5,11,No,No,No,No,No,No,Yes
75,Tetramon Legendary,Hydron,Legendary,625,1,11,No,No,No,No,No,No,Yes
76,Tetramon Legendary,Talonryu,Legendary,1195,6.97,11,Yes,No,No,No,No,No,Yes
77,Tetramon Legendary,Royalama,Legendary,325,0.48,11,No,No,No,No,No,No,Yes
78,Tetramon Legendary,Magnoria,Legendary,494,1.83,12,No,No,No,Yes,No,No,No
79,Tetramon Legendary,Hydroid,Legendary,590,2.54,12,No,No,No,Yes,No,No,No
80,Tetramon Legendary,Kingstar,Legendary,229,0.91,12,No,No,No,No,No,No,Yes
81,Tetramon Legendary,Hydron,Legendary,625,1,12,No,No,No,No,No,No,Yes
82,Tetramon Legendary,Talonryu,Legendary,1189,0.72,12,No,No,No,No,No,No,Yes
83,Tetramon Legendary,GigatronX,Legendary,845,32.31,12,No,No,No,No,Yes,No,No
84,Tetramon Legendary,Fistronk,Legendary,280,15.02,12,No,Yes,No,No,No,No,No
85,Tetramon Legendary,Kingstar,Legendary,230,2.57,13,No,No,No,Yes,No,No,No
86,Tetramon Legendary,Lucadence,Legendary,697,0.77,13,No,No,No,No,No,No,Yes
87,Tetramon Legendary,Giganite,Legendary,134,1.92,13,No,No,No,Yes,No,No,No
88,Tetramon Legendary,Flambrolly,Legendary,1094,1.83,13,No,No,No,Yes,No,No,No
89,Tetramon Legendary,Royalama,Legendary,327,4.4,13,No,No,Yes,No,No,No,No
90,Tetramon Legendary,Hydroid,Legendary,589,0.72,13,No,No,No,No,No,No,Yes
91,Tetramon Legendary,Talonryu,Legendary,1190,1.53,13,No,No,No,Yes,No,No,No
92,Tetramon Legendary,Talonryu,Legendary,1189,0.72,14,No,No,No,No,No,No,Yes
93,Tetramon Legendary,Lucadence,Legendary,697,0.77,14,No,No,No,No,No,No,Yes
94,Tetramon Legendary,Raizon,Legendary,639,3.04,14,No,No,Yes,No,No,No,No
95,Tetramon Legendary,Drakon,Legendary,601,0.87,14,No,No,No,No,No,No,Yes
96,Tetramon Legendary,Kingstar,Legendary,231,3.83,14,No,No,Yes,No,No,No,No
97,Tetramon Legendary,Kyuenbi,Legendary,86,2.92,14,No,No,No,Yes,No,No,No
98,Tetramon Legendary,Terradrakon,Legendary,1321,0.63,14,No,No,No,No,No,No,Yes
99,Tetramon Legendary,Kingstar,Legendary,229,0.91,15,No,No,No,No,No,No,Yes
100,Tetramon Legendary,Giganite,Legendary,133,0.48,15,No,No,No,No,No,No,Yes
101,Tetramon Legendary,Lucadence,Legendary,698,1.58,15,No,No,No,Yes,No,No,No
102,Tetramon Legendary,Mammotree,Legendary,183,4.32,15,No,No,Yes,No,No,No,No
103,Tetramon Legendary,Clawcifear,Legendary,889,0.8,15,No,No,No,No,No,No,Yes
104,Tetramon Legendary,Bogon,Legendary,613,0.83,15,No,No,No,No,No,No,Yes
105,Tetramon Legendary,Hydroid,Legendary,589,0.67,15,No,No,No,No,No,No,Yes
106,Tetramon Legendary,Hydron,Legendary,625,0.99,16,No,No,No,No,No,No,Yes
107,Tetramon Legendary,GigatronX,Legendary,844,12.09,16,No,Yes,No,No,No,No,No
108,Tetramon Legendary,Katengu,Legendary,1213,0.59,16,No,No,No,No,No,No,Yes
109,Tetramon Legendary,Magnoria,Legendary,494,1.97,16,No,No,No,Yes,No,No,No
110,Tetramon Legendary,Bogon,Legendary,616,15.06,16,No,Yes,No,No,No,No,No
111,Tetramon Legendary,Jacktern,Legendary,794,1.54,16,No,No,No,Yes,No,No,No
112,Tetramon Legendary,Poseidrake,Legendary,1393,0.89,16,No,No,No,No,No,No,Yes
113,Tetramon Legendary,Kyuenbi,Legendary,87,4.36,17,No,No,Yes,No,No,No,No
114,Tetramon Legendary,Jacktern,Legendary,794,1.54,17,No,No,No,Yes,No,No,No
115,Tetramon Legendary,Raizon,Legendary,638,2.04,17,No,No,No,Yes,No,No,No
116,Tetramon Legendary,Jigajawr,Legendary,745,0.87,17,No,No,No,No,No,No,Yes
117,Tetramon Legendary,Hydroid,Legendary,590,2.26,17,No,No,No,Yes,No,No,No
118,Tetramon Legendary,Voltrex,Legendary,1057,0.65,17,No,No,No,No,No,No,Yes
119,Tetramon Legendary,Blazoar,Legendary,38,2.19,17,No,No,No,Yes,No,No,No
120,Tetramon Legendary,Blazoar,Legendary,37,0.79,18,No,No,No,No,No,No,Yes
121,Tetramon Legendary,Kingstar,Legendary,231,3.73,18,No,No,Yes,No,No,No,No
122,Tetramon Legendary,Magnoria,Legendary,493,0.59,18,No,No,No,No,No,No,Yes
123,Tetramon Legendary,Poseidrake,Legendary,1395,4,18,No,No,Yes,No,No,No,No
124,Tetramon Legendary,Giganite,Legendary,135,3.68,18,No,No,Yes,No,No,No,No
125,Tetramon Legendary,Dracunix,Legendary,373,0.56,18,No,No,No,No,No,No,Yes
126,Tetramon Legendary,Terradrakon,Legendary,1321,0.67,18,No,No,No,No,No,No,Yes
127,Tetramon Legendary,Kyuenbi,Legendary,86,2.16,19,No,No,No,Yes,No,No,No
128,Tetramon Legendary,Blazoar,Legendary,39,4.35,19,No,No,Yes,No,No,No,No
129,Tetramon Legendary,Talonryu,Legendary,1189,0.8,19,No,No,No,No,No,No,Yes
130,Tetramon Legendary,Mammotree,Legendary,181,0.67,19,No,No,No,No,No,No,Yes
131,Tetramon Legendary,Clawcifear,Legendary,889,0.8,19,No,No,No,No,No,No,Yes
132,Tetramon Legendary,Magnoria,Legendary,493,0.59,19,No,No,No,No,No,No,Yes
133,Tetramon Legendary,Poseidrake,Legendary,1393,0.89,19,No,No,No,No,No,No,Yes
134,Tetramon Legendary,Talonryu,Legendary,1191,3.91,20,No,No,Yes,No,No,No,No
135,Tetramon Legendary,Toximuck,Legendary,1441,0.76,20,No,No,No,No,No,No,Yes
136,Tetramon Legendary,Bogon,Legendary,613,0.83,20,No,No,No,No,No,No,Yes
137,Tetramon Legendary,Dracunix,Legendary,374,1.79,20,No,No,No,Yes,No,No,No
138,Tetramon Legendary,Royalama,Legendary,325,0.49,20,No,No,No,No,No,No,Yes
139,Tetramon Legendary,Jacktern,Legendary,793,0.67,20,No,No,No,No,No,No,Yes
140,Tetramon Legendary,GIganite,Legendary,133,0.48,20,No,No,No,No,No,No,Yes
141,Tetramon Legendary,Voltrex,Legendary,1057,0.65,21,No,No,No,No,No,No,Yes
142,Tetramon Legendary,Talonryu,Legendary,1189,0.8,21,No,No,No,No,No,No,Yes
143,Tetramon Legendary,Kyuenbi,Legendary,85,0.76,21,No,No,No,No,No,No,Yes
144,Tetramon Legendary,Jacktern,Legendary,795,3.97,21,No,No,Yes,No,No,No,No
145,Tetramon Legendary,Hydron,Legendary,625,0.99,21,No,No,No,No,No,No,Yes
146,Tetramon Legendary,GigatronX,Legendary,841,0.61,21,No,No,No,No,No,No,Yes
147,Tetramon Legendary,Hydroid,Legendary,589,0.67,21,No,No,No,No,No,No,Yes
148,Tetramon Legendary,Dracunix,Legendary,373,0.56,22,No,No,No,No,No,No,Yes
149,Tetramon Legendary,Toximuck,Legendary,1441,0.76,22,No,No,No,No,No,No,Yes
150,Tetramon Legendary,Jacktern,Legendary,793,0.67,22,No,No,No,No,No,No,Yes
151,Tetramon Legendary,Hydron,Legendary,626,2.04,22,No,No,No,Yes,No,No,No
152,Tetramon Legendary,Terradrakon,Legendary,1321,0.67,22,No,No,No,No,No,No,Yes
153,Tetramon Legendary,Mammotree,Legendary,181,0.67,22,No,No,No,No,No,No,Yes
154,Tetramon Legendary,Poseidrake,Legendary,1393,0.89,22,No,No,No,No,No,No,Yes
155,Tetramon Legendary,Flambrolly,Legendary,1093,0.81,23,No,No,No,No,No,No,Yes
156,Tetramon Legendary,Talonryu,Legendary,1189,0.8,23,No,No,No,No,No,No,Yes
157,Tetramon Legendary,Jigajawr,Legendary,745,0.87,23,No,No,No,No,No,No,Yes
158,Tetramon Legendary,Dracunix,Legendary,374,1.79,23,No,No,No,Yes,No,No,No
159,Tetramon Legendary,Hydron,Legendary,627,4.21,23,No,No,Yes,No,No,No,No
160,Tetramon Legendary,Giganite,Legendary,134,1.8,23,No,No,No,Yes,No,No,No
161,Tetramon Legendary,Magnoria,Legendary,493,0.59,23,No,No,No,No,No,No,Yes
162,Tetramon Legendary,Royalama,Legendary,326,1.74,24,No,No,No,Yes,No,No,No
163,Tetramon Legendary,Toximuck,Legendary,1441,0.76,24,No,No,No,No,No,No,Yes
164,Tetramon Legendary,Poseidrake,Legendary,1394,1.64,24,No,No,No,Yes,No,No,No
165,Tetramon Legendary,Lucadence,Legendary,697,0.73,24,No,No,No,No,No,No,Yes
166,Tetramon Legendary,Hydron,Legendary,625,0.99,24,No,No,No,No,No,No,Yes
167,Tetramon Legendary,Flambrolly,Legendary,1093,0.81,24,No,No,No,No,No,No,Yes
168,Tetramon Legendary,Kyuenbi,Legendary,85,0.76,24,No,No,No,No,No,No,Yes
169,Tetramon Legendary,Terradrakon,Legendary,1323,4.52,25,No,No,Yes,No,No,No,No
170,Tetramon Legendary,Jigajawr,Legendary,746,2.28,25,No,No,No,Yes,No,No,No
171,Tetramon Legendary,Drakon,Legendary,601,0.88,25,No,No,No,No,No,No,Yes
172,Tetramon Legendary,Bogon,Legendary,613,0.83,25,No,No,No,No,No,No,Yes
173,Tetramon Legendary,Toximuck,Legendary,1441,0.76,25,No,No,No,No,No,No,Yes
174,Tetramon Legendary,Kyuenbi,Legendary,85,0.76,25,No,No,No,No,No,No,Yes
175,Tetramon Legendary,Dracunix,Legendary,374,1.79,25,No,No,No,Yes,No,No,No
176,Tetramon Legendary,Royalama,Legendary,325,0.49,26,No,No,No,No,No,No,Yes
177,Tetramon Legendary,Kingstar,Legendary,229,0.91,26,No,No,No,No,No,No,Yes
178,Tetramon Legendary,GigatronX,Legendary,841,0.61,26,No,No,No,No,No,No,Yes
179,Tetramon Legendary,Bogon,Legendary,613,0.83,26,No,No,No,No,No,No,Yes
180,Tetramon Legendary,Hydroid,Legendary,589,0.67,26,No,No,No,No,No,No,Yes
181,Tetramon Legendary,Fistronk,Legendary,277,0.96,26,No,No,No,No,No,No,Yes
182,Tetramon Legendary,Jigajawr,Legendary,745,0.87,26,No,No,No,No,No,No,Yes
183,Tetramon Legendary,Kyuenbi,Legendary,85,0.76,27,No,No,No,No,No,No,Yes
184,Tetramon Legendary,Drakon,Legendary,601,0.88,27,No,No,No,No,No,No,Yes
185,Tetramon Legendary,Terradrakon,Legendary,1321,0.67,27,No,No,No,No,No,No,Yes
186,Tetramon Legendary,Hydron,Legendary,625,0.99,27,No,No,No,No,No,No,Yes
187,Tetramon Legendary,Flambrolly,Legendary,1093,0.81,27,No,No,No,No,No,No,Yes
188,Tetramon Legendary,GigatronX,Legendary,841,0.61,27,No,No,No,No,No,No,Yes
189,Tetramon Legendary,Kingstar,Legendary,229,0.91,27,No,No,No,No,No,No,Yes
190,Tetramon Legendary,Drakon,Legendary,601,0.88,28,No,No,No,No,No,No,Yes
191,Tetramon Legendary,Lucadence,Legendary,698,1.58,28,No,No,No,Yes,No,No,No
192,Tetramon Legendary,Toximuck,Legendary,1441,0.76,28,No,No,No,No,No,No,Yes
193,Tetramon Legendary,Jigajawr,Legendary,746,2.28,28,No,No,No,Yes,No,No,No
194,Tetramon Legendary,Mammotree,Legendary,183,4.32,28,No,No,Yes,No,No,No,No
195,Tetramon Legendary,Giganite,Legendary,133,0.48,28,No,No,No,No,No,No,Yes
196,Tetramon Legendary,Blazoar,Legendary,37,0.79,28,No,No,No,No,No,No,Yes
197,Tetramon Legendary,Dracunix,Legendary,375,3.51,29,No,No,Yes,No,No,No,No
198,Tetramon Legendary,Giganite,Legendary,133,0.48,29,No,No,No,No,No,No,Yes
199,Tetramon Legendary,Voltrex,Legendary,1057,0.65,29,No,No,No,No,No,No,Yes
200,Tetramon Legendary,Kingstar,Legendary,229,0.91,29,No,No,No,No,No,No,Yes
201,Tetramon Legendary,Clawcifear,Legendary,889,0.8,29,No,No,No,No,No,No,Yes
202,Tetramon Legendary,Terradrakon,Legendary,1321,0.67,29,No,No,No,No,No,No,Yes
203,Tetramon Legendary,Flambrolly,Legendary,1093,0.81,29,No,No,No,No,No,No,Yes
204,Tetramon Legendary,Blazoar,Legendary,37,0.79,30,No,No,No,No,No,No,Yes
205,Tetramon Legendary,Voltrex,Legendary,1057,0.65,30,No,No,No,No,No,No,Yes
206,Tetramon Legendary,Talonryu,Legendary,1189,0.8,30,No,No,No,No,No,No,Yes
207,Tetramon Legendary,Flambrolly,Legendary,1097,30.72,30,No,No,No,No,Yes,No,No
208,Tetramon Legendary,Lucadence,Legendary,697,0.73,30,No,No,No,No,No,No,Yes
209,Tetramon Legendary,Dracunix,Legendary,374,1.79,30,No,No,No,Yes,No,No,No
210,Tetramon Legendary,Terradrakon,Legendary,1321,0.67,30,No,No,No,No,No,No,Yes
