,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art,Normal
153,Tetramon Rare,Sludgetox,Rare,1423,5.56,22,Yes,No,No,No,No,No,Yes
154,Tetramon Rare,Amneshark,Rare,1273,0.18,22,No,No,No,No,No,No,Yes
155,Tetramon Rare,Raxx,Rare,817,0.23,23,No,No,No,No,No,No,Yes
156,Tetramon Rare,Minotos,Rare,385,0.27,23,No,No,No,No,No,No,Yes
157,Tetramon Rare,Pixy,Rare,469,0.33,23,No,No,No,No,No,No,Yes
158,Tetramon Rare,Clawdos,Rare,866,0.44,23,No,No,No,Yes,No,No,No
159,Tetramon Rare,Pyropeck,Rare,1346,0.61,23,No,No,No,Yes,No,No,No
160,Tetramon Rare,Pupazz,Rare,301,0.34,23,No,No,No,No,No,No,Yes
161,Tetramon Rare,Amneshark,Rare,1273,0.18,23,No,No,No,No,No,No,Yes
162,Tetramon Rare,Pyropeck,Rare,1345,0.38,24,No,No,No,No,No,No,Yes
163,Tetramon Rare,Frizard,Rare,1297,0.15,24,No,No,No,No,No,No,Yes
164,Tetramon Rare,Minotos,Rare,385,0.27,24,No,No,No,No,No,No,Yes
165,Tetramon Rare,Angez,Rare,529,0.27,24,No,No,No,No,No,No,Yes
166,Tetramon Rare,Lunight,Rare,349,0.24,24,No,No,No,No,No,No,Yes
167,Tetramon Rare,Posteed,Rare,1369,0.21,24,No,No,No,No,No,No,Yes
168,Tetramon Rare,Burpig,Rare,13,0.33,24,No,No,No,No,No,No,Yes
169,Tetramon Rare,Beakai,Rare,1153,0.32,25,No,No,No,No,No,No,Yes
170,Tetramon Rare,Clamigo,Rare,253,0.38,25,No,No,No,No,No,No,Yes
171,Tetramon Rare,Crosilisk,Rare,950,1.48,25,No,No,No,Yes,No,No,No
172,Tetramon Rare,Sludgetox,Rare,1417,0.27,25,No,No,No,No,No,No,Yes
173,Tetramon Rare,Lunight,Rare,349,0.24,25,No,No,No,No,No,No,Yes
174,Tetramon Rare,Decimite,Rare,109,0.1,25,No,No,No,No,No,No,Yes
175,Tetramon Rare,Clawdos,Rare,866,0.44,25,No,No,No,Yes,No,No,No
176,Tetramon Rare,Mummog,Rare,445,0.26,26,No,No,No,No,No,No,Yes
177,Tetramon Rare,Lunight,Rare,349,0.24,26,No,No,No,No,No,No,Yes
178,Tetramon Rare,Nimboculo,Rare,985,0.17,26,No,No,No,No,No,No,Yes
179,Tetramon Rare,Posteed,Rare,1369,0.21,26,No,No,No,No,No,No,Yes
180,Tetramon Rare,Bonfiox,Rare,61,0.17,26,No,No,No,No,No,No,Yes
181,Tetramon Rare,Muffleur,Rare,1238,0.68,26,No,No,No,Yes,No,No,No
182,Tetramon Rare,Minotos,Rare,385,0.27,26,No,No,No,No,No,No,Yes
183,Tetramon Rare,Lunight,Rare,349,0.24,27,No,No,No,No,No,No,Yes
184,Tetramon Rare,Burpig,Rare,13,0.33,27,No,No,No,No,No,No,Yes
185,Tetramon Rare,Pupazz,Rare,301,0.34,27,No,No,No,No,No,No,Yes
186,Tetramon Rare,Muffleur,Rare,1237,0.18,27,No,No,No,No,No,No,Yes
187,Tetramon Rare,Posteed,Rare,1370,0.46,27,No,No,No,Yes,No,No,No
188,Tetramon Rare,Clawdos,Rare,865,0.22,27,No,No,No,No,No,No,No
189,Tetramon Rare,Bonfiox,Rare,61,0.17,27,No,No,No,No,No,No,Yes
190,Tetramon Rare,Esmerock,Rare,1021,0.31,28,No,No,No,No,No,No,Yes
191,Tetramon Rare,Twofrost,Rare,565,0.28,28,No,No,No,No,No,No,Yes
192,Tetramon Rare,Angez,Rare,529,0.27,28,No,No,No,No,No,No,Yes
193,Tetramon Rare,Minotos,Rare,387,1.88,28,No,No,Yes,No,No,No,No
194,Tetramon Rare,Nimboculo,Rare,988,4.79,28,No,Yes,No,No,No,No,No
195,Tetramon Rare,Forush,Rare,157,0.14,28,No,No,No,No,No,No,Yes
196,Tetramon Rare,Pupazz,Rare,308,9.93,28,Yes,No,No,Yes,No,No,No
197,Tetramon Rare,Dusko,Rare,769,0.14,29,No,No,No,No,No,No,Yes
198,Tetramon Rare,Raxx,Rare,817,0.23,29,No,No,No,No,No,No,Yes
199,Tetramon Rare,Mummog,Rare,445,0.26,29,No,No,No,No,No,No,Yes
200,Tetramon Rare,Budwing,Rare,1131,1.85,29,No,No,Yes,No,No,No,No
201,Tetramon Rare,Clawdos,Rare,866,0.44,29,No,No,No,Yes,No,No,No
202,Tetramon Rare,Muffleur,Rare,1237,0.18,29,No,No,No,No,No,No,Yes
203,Tetramon Rare,Wispo,Rare,433,0.18,29,No,No,No,No,No,No,Yes
204,Tetramon Rare,Minotos,Rare,387,1.88,30,No,No,Yes,No,No,No,No
205,Tetramon Rare,Pyropeck,Rare,1345,0.38,30,No,No,No,No,No,No,Yes
206,Tetramon Rare,Muffleur,Rare,1243,2.92,30,Yes,No,No,No,No,No,Yes
207,Tetramon Rare,Wispo,Rare,433,0.18,30,No,No,No,No,No,No,Yes
208,Tetramon Rare,Crablox,Rare,1071,2.05,30,No,No,Yes,No,No,No,No
209,Tetramon Rare,Forush,Rare,159,2.73,30,No,No,Yes,No,No,No,No
210,Tetramon Rare,Clamigo,Rare,254,1.06,30,No,No,No,Yes,No,No,No
