,Card Pack Type,Card Name,Card Rarity,Card No.,Card Value ($),Pack Number,Foil,Gold Edition,Silver Edition,First Edition,EX Cards,Full Art,Normal
161,Destiny Legendary,Flambrolly,Legendary,1095,4.27,23,No,No,Yes,No,No,No,No
162,Destiny Legendary,GigatronX,Legendary,841,0.61,24,No,No,No,No,No,No,Yes
163,Destiny Legendary,Dracunix,Legendary,373,0.56,24,No,No,No,No,No,No,Yes
164,Destiny Legendary,Kyuenbi,Legendary,91,6.01,24,Yes,No,No,No,No,No,Yes
165,Destiny Legendary,Terradrakon,Legendary,1323,4.52,24,No,No,Yes,No,No,No,No
166,Destiny Legendary,Jigajawr,Legendary,745,0.87,24,No,No,No,No,No,No,Yes
167,Destiny Legendary,Mammotree,Legendary,181,0.67,24,No,No,No,No,No,No,Yes
168,Destiny Legendary,Lucadence,Legendary,699,4.13,24,No,No,Yes,No,No,No,No
169,Destiny Legendary,Terradrakon,Legendary,1324,10.14,25,No,Yes,No,No,No,No,No
170,Destiny Legendary,Raizon,Legendary,637,0.63,25,No,No,No,No,No,No,Yes
171,Destiny Legendary,Drakon,Legendary,604,15.76,25,No,Yes,No,No,No,No,No
172,Destiny Legendary,Royalama,Legendary,326,1.74,25,No,No,No,Yes,No,No,No
173,Destiny Legendary,Lucadence,Legendary,697,0.73,25,No,No,No,No,No,No,Yes
174,Destiny Legendary,Bogon,Legendary,613,0.83,25,No,No,No,No,No,No,Yes
175,Destiny Legendary,Toximuck,Legendary,1442,1.58,25,No,No,No,Yes,No,No,No
176,Destiny Legendary,Bogon,Legendary,613,0.83,26,No,No,No,No,No,No,Yes
177,Destiny Legendary,Katengu,Legendary,1213,0.59,26,No,No,No,No,No,No,Yes
178,Destiny Legendary,Terradrakon,Legendary,1321,0.67,26,No,No,No,No,No,No,Yes
179,Destiny Legendary,Clawcifear,Legendary,889,0.8,26,No,No,No,No,No,No,Yes
180,Destiny Legendary,Hydroid,Legendary,589,0.67,26,No,No,No,No,No,No,Yes
181,Destiny Legendary,Jacktern,Legendary,794,1.54,26,No,No,No,Yes,No,No,No
182,Destiny Legendary,Blazoar,Legendary,43,7.61,26,Yes,No,No,No,No,No,Yes
183,Destiny Legendary,Terradrakon,Legendary,1323,4.52,27,No,No,Yes,No,No,No,No
184,Destiny Legendary,Hydron,Legendary,631,10.17,27,Yes,No,No,No,No,No,Yes
185,Destiny Legendary,Mammotree,Legendary,181,0.67,27,No,No,No,No,No,No,Yes
186,Destiny Legendary,Hydroid,Legendary,589,0.67,27,No,No,No,No,No,No,Yes
187,Destiny Legendary,Poseidrake,Legendary,1393,0.89,27,No,No,No,No,No,No,Yes
188,Destiny Legendary,Bogon,Legendary,613,0.83,27,No,No,No,No,No,No,Yes
189,Destiny Legendary,Giganite,Legendary,134,1.8,27,No,No,No,Yes,No,No,No
190,Destiny Legendary,Drakon,Legendary,601,0.88,28,No,No,No,No,No,No,Yes
191,Destiny Legendary,Fistronk,Legendary,278,2.22,28,No,No,No,Yes,No,No,No
192,Destiny Legendary,Mammotree,Legendary,181,0.67,28,No,No,No,No,No,No,Yes
193,Destiny Legendary,Hydron,Legendary,625,0.99,28,No,No,No,No,No,No,Yes
194,Destiny Legendary,Poseidrake,Legendary,1393,0.89,28,No,No,No,No,No,No,Yes
195,Destiny Legendary,Giganite,Legendary,133,0.48,28,No,No,No,No,No,No,Yes
196,Destiny Legendary,Bogon,Legendary,614,2.02,28,No,No,No,Yes,No,No,No
197,Destiny Legendary,Kingstar,Legendary,231,3.73,29,No,No,Yes,No,No,No,No
198,Destiny Legendary,Flambrolly,Legendary,1094,1.42,29,No,No,No,Yes,No,No,No
199,Destiny Legendary,Talonryu,Legendary,1192,14.74,29,No,Yes,No,No,No,No,No
200,Destiny Legendary,Raizon,Legendary,637,0.63,29,No,No,No,No,No,No,Yes
201,Destiny Legendary,Lucadence,Legendary,697,0.73,29,No,No,No,No,No,No,Yes
202,Destiny Legendary,Royalama,Legendary,325,0.49,29,No,No,No,No,No,No,Yes
203,Destiny Legendary,Giganite,Legendary,133,0.48,29,No,No,No,No,No,No,Yes
204,Destiny Legendary,Bogon,Legendary,613,0.83,30,No,No,No,No,No,No,Yes
205,Destiny Legendary,Flambrolly,Legendary,1095,4.27,30,No,No,Yes,No,No,No,No
206,Destiny Legendary,Jigajawr,Legendary,745,0.87,30,No,No,No,No,No,No,Yes
207,Destiny Legendary,Poseidrake,Legendary,1393,0.89,30,No,No,No,No,No,No,Yes
208,Destiny Legendary,Clawcifear,Legendary,889,0.8,30,No,No,No,No,No,No,Yes
209,Destiny Legendary,Kyuenbi,Legendary,85,0.76,30,No,No,No,No,No,No,Yes
210,Destiny Legendary,Mammotree,Legendary,181,0.67,30,No,No,No,No,No,No,Yes
